CpuMaxMemory,EpLenMean,EpRewMean,GpuMaxMemory,IPS_total,Iter,Misc/FrameRewMean,Misc/InteractCount,Misc/TimeElapsed,Opt/approxkl,Opt/clipfrac,Opt/entropy,Opt/loss_pi,Opt/loss_vf,Opt/negent,Opt/pg,Opt/pi_kl,VFStats/AdvMean,VFStats/AdvStd,VFStats/EV,VFStats/VpredMean,VFStats/VpredStd,VFStats/VtargMean,VFStats/VtargStd,del_time,wait_optimization,scaled/pol_distance,scaled/vf_aux,scaled/vf_true,unscaled/pol_distance,unscaled/vf_aux,unscaled/vf_true
2431784000.0,145.26666666666668,3.3333332538604736,6178611712.0,2430.163536045007,0.0,0.0030517578125,16384.0,6.741933107376099,0.008831399492919445,0.1171875,2.6942341327667236,-0.026006978005170822,0.16113796830177307,-0.026942338794469833,0.0009353645145893097,0.0,0.06178903579711914,0.5548555850982666,-0.0009687515013325765,-0.06481917202472687,0.017015555873513222,-0.0030301320366561413,0.5545869469642639,6.741933107376099,4.117522716522217,,,,,,
2647064000.0,273.2291666666667,3.9583332538604736,6381200384.0,2451.7503045980443,1.0,0.008544921875,32768.0,13.424505949020386,0.005651924293488264,0.07867431640625,2.6888818740844727,-0.027081012725830078,0.4147690534591675,-0.026888813823461533,-0.00019220076501369476,0.0,0.16495609283447266,0.9075900316238403,0.0071608696933765925,0.03688511997461319,0.016272975131869316,0.20184122025966644,0.9108571410179138,6.682572841644287,4.150522470474243,,,,,,
2869564000.0,324.0204081632653,4.489795684814453,6381200384.0,2478.976400628724,2.0,0.0152587890625,49152.0,20.033685445785522,0.0011570601491257548,0.001220703125,2.681673765182495,-0.026901617646217346,0.652689516544342,-0.02681673876941204,-8.488213643431664e-05,0.0,0.25029003620147705,1.1406022310256958,0.022114240626346593,0.364949494600296,0.07734456658363342,0.6152395009994507,1.1534271240234375,6.609179496765137,4.1241350173950195,,,,,,
3090960000.0,340.39,4.599999904632568,6381200384.0,2444.4088128438298,3.0,0.01708984375,65536.0,26.736328601837158,0.0054496051743626595,0.06842041015625,2.627394676208496,-0.028225265443325043,0.7094988822937012,-0.026273945346474648,-0.0019513200968503952,0.0,0.28669071197509766,1.1862385272979736,0.0604822315424689,0.5487455725669861,0.12945590913295746,0.8354363441467285,1.2238258123397827,6.702643156051636,4.158424377441406,,,,,,
3319284000.0,201.74,3.5999999046325684,6381200384.0,2445.138886191617,4.0,0.02197265625,81920.0,33.436970472335815,0.0023519503884017467,0.0223388671875,2.628194808959961,-0.026411350816488266,0.8485585451126099,-0.026281949132680893,-0.00012940401211380959,0.0,0.3277692496776581,1.306237816810608,0.10628066575311657,0.5768063068389893,0.21481136977672577,0.9045755863189697,1.3817251920700073,6.700641870498657,4.166343450546265,,,,,,
3541372000.0,163.86,4.199999809265137,6381200384.0,2475.8757625481594,5.0,0.0274658203125,98304.0,40.05442690849304,0.003992432728409767,0.033935546875,2.597308397293091,-0.026050884276628494,0.8841527104377747,-0.025973083451390266,-7.780245505273342e-05,0.0,0.3707221746444702,1.3489010334014893,0.2245721438854782,1.0709863901138306,0.4361060857772827,1.4417085647583008,1.5318257808685303,6.617456436157227,4.157356023788452,,,,,,
3760996000.0,115.96,4.099999904632568,6381200384.0,2443.3509197391154,6.0,0.035400390625,114688.0,46.7599720954895,0.004745226353406906,0.0482177734375,2.5490593910217285,-0.026931773871183395,1.0682679414749146,-0.025490591302514076,-0.0014411844313144684,0.0,0.4625634551048279,1.44308602809906,0.37497074856483015,1.486741065979004,0.8736214637756348,1.9493045806884766,1.8253326416015625,6.70554518699646,4.197979927062988,,,,,,
3977164000.0,100.17,4.300000190734863,6381200384.0,2415.9494638024416,7.0,0.0390625,131072.0,53.54157090187073,0.004604058805853128,0.0457763671875,2.543004035949707,-0.025008343160152435,1.4884815216064453,-0.025430040434002876,0.00042169634252786636,0.0,0.2852753698825836,1.443751335144043,0.4661246141863732,2.7592172622680664,1.2388232946395874,3.044492483139038,1.9759337902069092,6.781598806381226,4.201118230819702,,,,,,
4188260000.0,102.78,5.599999904632568,6381200384.0,2431.7585820021814,8.0,0.0555419921875,147456.0,60.27908182144165,0.004588182084262371,0.066162109375,2.5401573181152344,-0.025646857917308807,1.3724769353866577,-0.02540157176554203,-0.0002452894113957882,0.0,0.31748825311660767,1.5463060140609741,0.41618426429753286,3.7386982440948486,1.2051571607589722,4.056186676025391,2.0237534046173096,6.737510919570923,4.1952784061431885,,,,,,
4394300000.0,100.9,4.400000095367432,6381200384.0,2450.6936523662444,9.0,0.0408935546875,163840.0,66.96453595161438,0.0025388039648532867,0.0142822265625,2.591707944869995,-0.02607256919145584,1.133428931236267,-0.02591707743704319,-0.00015549175441265106,0.0,0.05860649049282074,1.4768486022949219,0.4009961060275886,3.756006956100464,1.189454197883606,3.8146133422851562,1.908187747001648,6.6854541301727295,4.18770170211792,,,,,,
